provincia,departamento,cultivo,provincia_norm,departamento_norm,cultivo_norm,registros,has,suma_asegurada_usd,suma_asegurada_helada_usd,prima_usd,st_pagado_usd,rsp_usd,hyg_usd,siniestros_total_usd,resultado_tecnico_usd,tasa_prima_pct,loss_cost_campania_pct,loss_ratio_pct,share_suma_asegurada_pct,semaforo_loss_ratio
CORDOBA,GENERAL ROCA,MAIZ,CORDOBA,GENERALROCA,MAIZ,1,450.0,149264.15726375175,0.0,6122.0,0.0,0.0,0.0,0.0,6122.0,0.04101453498432544,0.0,0.0,0.002299676797806763,Normal
BUENOS AIRES,BRAGADO,MAIZ,BUENOSAIRES,BRAGADO,MAIZ,1,164.0,148678.4203102962,0.0,3670.672023374726,0.0,0.0,0.0,0.0,3670.672023374726,0.02468866709582955,0.0,0.0,0.002290652490121834,Normal
BUENOS AIRES,RIVADAVIA,TRIGO,BUENOSAIRES,RIVADAVIA,TRIGO,1,1370.0,147277.41537376586,0.0,4530.708254200146,0.0,0.0,0.0,0.0,4530.708254200146,0.030763089117920448,0.0,0.0,0.002269067545650145,Normal
BUENOS AIRES,BOLIVAR,MAIZ,BUENOSAIRES,BOLIVAR,MAIZ,1,243.0,146933.15937940762,0.0,2937.3180131482836,0.0,0.0,0.0,0.0,2937.3180131482836,0.019990844990704956,0.0,0.0,0.0022637636767425364,Normal
BUENOS AIRES,25 DE MAYO,GIRASOL,BUENOSAIRES,25DEMAYO,GIRASOL,2,153.0,145913.769393512,0.0,6423.296800584369,0.0,0.0,0.0,0.0,6423.296800584369,0.04402118338305349,0.0,0.0,0.0022480581815891463,Normal
BUENOS AIRES,BENITO JUAREZ,TRIGO,BUENOSAIRES,BENITOJUAREZ,TRIGO,1,256.0,143634.41466854725,0.0,4463.263696128561,0.0,0.0,0.0,0.0,4463.263696128561,0.031073776479181883,0.0,0.0,0.0022129407142007073,Normal
BUENOS AIRES,RIVADAVIA,MAIZ,BUENOSAIRES,RIVADAVIA,MAIZ,1,195.0,139772.91960507756,0.0,5096.106355003652,0.0,0.0,0.0,0.0,5096.106355003652,0.03645989773557341,0.0,0.0,0.00215344759297794,Normal
BUENOS AIRES,MAIPU,GIRASOL,BUENOSAIRES,MAIPU,GIRASOL,1,170.4,139107.92665726374,0.0,5705.841263696128,0.0,0.0,0.0,0.0,5705.841263696128,0.04101736975603316,0.0,0.0,0.0021432022073419876,Normal
BUENOS AIRES,BENITO JUAREZ,FINA OTROS,BUENOSAIRES,BENITOJUAREZ,FINAOTROS,1,246.0,138023.69534555712,0.0,4301.208867786706,0.0,0.0,0.0,0.0,4301.208867786706,0.0311628293751893,0.0,0.0,0.002126497717552242,Normal
CORDOBA,GENERAL SAN MARTIN,SOJA,CORDOBA,GENERALSANMARTIN,SOJA,1,326.0,136561.35401974613,0.0,7638.258582907231,0.0,0.0,0.0,0.0,7638.258582907231,0.055932797662527386,0.0,0.0,0.002103967778154271,Normal
SANTA FE,GENERAL LOPEZ,MAIZ,SANTAFE,GENERALLOPEZ,MAIZ,1,152.0,136509.16784203102,0.0,3181.968371073777,0.0,0.0,0.0,0.0,3181.968371073777,0.023309558041962164,0.0,0.0,0.0021031637583262186,Normal
SANTA FE,CASEROS,TRIGO,SANTAFE,CASEROS,TRIGO,1,236.0,130777.99717912552,78466.79830747531,6111.395544192841,0.0,0.0,0.0,0.0,6111.395544192841,0.046731068497876706,0.0,0.0,0.0020148649969935453,Normal
BUENOS AIRES,TANDIL,GIRASOL,BUENOSAIRES,TANDIL,GIRASOL,1,212.5,130467.20733427363,0.0,5351.423666910154,0.0,0.0,0.0,0.0,5351.423666910154,0.04101738495252009,0.0,0.0,0.002010076732963508,Normal
BUENOS AIRES,EXALTACION DE LA CRUZ,SOJA,BUENOSAIRES,EXALTACIONDELACRUZ,SOJA,1,246.0,128811.70662905501,0.0,2401.599707815924,0.0,0.0,0.0,0.0,2401.599707815924,0.01864426588750913,0.0,0.0,0.0019845708336884613,Normal
BUENOS AIRES,COLON,SOJA,BUENOSAIRES,COLON,SOJA,1,195.5,128497.5317348378,0.0,2469.5474068663257,0.0,0.0,0.0,0.0,2469.5474068663257,0.019218636914850488,0.0,0.0,0.0019797304170209285,Normal
BUENOS AIRES,BOLIVAR,SOJA,BUENOSAIRES,BOLIVAR,SOJA,1,355.0,128194.11565585331,0.0,2688.2564645726807,0.0,0.0,0.0,0.0,2688.2564645726807,0.020970201719628895,0.0,0.0,0.0019750557588195682,Normal
BUENOS AIRES,CORONEL SUAREZ,GIRASOL,BUENOSAIRES,CORONELSUAREZ,GIRASOL,1,430.0,121297.60225669958,0.0,3986.03780861943,0.0,0.0,0.0,0.0,3986.03780861943,0.03286163728268809,0.0,0.0,0.0018688028435816996,Normal
BUENOS AIRES,CORONEL SUAREZ,TRIGO,BUENOSAIRES,CORONELSUAREZ,TRIGO,1,339.0,120396.05077574048,72237.6304654443,6399.606340394448,0.0,0.0,0.0,0.0,6399.606340394448,0.053154620098917346,0.0,0.0,0.0018549128577954506,Normal
BUENOS AIRES,9 DE JULIO,TRIGO,BUENOSAIRES,9DEJULIO,TRIGO,1,213.0,120338.08180535966,0.0,3453.1456391526663,0.0,0.0,0.0,0.0,3453.1456391526663,0.02869536880883595,0.0,0.0,0.0018540197438783434,Normal
BUENOS AIRES,CORONEL SUAREZ,MAIZ,BUENOSAIRES,CORONELSUAREZ,MAIZ,1,419.0,118194.64033850493,0.0,2697.2704163623084,0.0,0.0,0.0,0.0,2697.2704163623084,0.02282058144631118,0.0,0.0,0.001820996259211005,Normal
LA PAMPA,CONHELLO,FINA OTROS,LAPAMPA,CONHELLO,FINAOTROS,1,320.0,115204.51339915374,0.0,5243.121453615778,0.0,0.0,0.0,0.0,5243.121453615778,0.045511423979108546,0.0,0.0,0.001774928096090154,Normal
BUENOS AIRES,CARLOS TEJEDOR,TRIGO,BUENOSAIRES,CARLOSTEJEDOR,TRIGO,1,209.0,113387.30606488012,0.0,3019.1657706355004,0.0,0.0,0.0,0.0,3019.1657706355004,0.02662701739212268,0.0,0.0,0.0017469308218614253,Normal
BUENOS AIRES,GENERAL VILLEGAS,SORGO,BUENOSAIRES,GENERALVILLEGAS,SORGO,1,147.0,112958.9562764457,0.0,2685.133791088386,0.0,0.0,0.0,0.0,2685.133791088386,0.023770879969154713,0.0,0.0,0.001740331340191707,Normal
BUENOS AIRES,DAIREAUX,FINA OTROS,BUENOSAIRES,DAIREAUX,FINAOTROS,1,230.1,112859.34414668547,0.0,3413.4485025566105,97272.19138056975,668.8625273922571,0.0,97941.053907962,-94527.6054054054,0.030245156290471486,0.8678151964153373,28.692700017183782,0.0017387966401820796,Crítico
BUENOS AIRES,COLON,MAIZ,BUENOSAIRES,COLON,MAIZ,1,100.5,111698.1664315938,0.0,1874.2772826880935,0.0,0.0,0.0,0.0,1874.2772826880935,0.016779839298758217,0.0,0.0,0.001720906655751269,Normal
CORDOBA,GENERAL SAN MARTIN,MAIZ,CORDOBA,GENERALSANMARTIN,MAIZ,1,191.0,107930.18335684061,0.0,4158.710007304602,0.0,0.0,0.0,0.0,4158.710007304602,0.03853148283418554,0.0,0.0,0.0016628542511393093,Normal
BUENOS AIRES,TANDIL,SOJA,BUENOSAIRES,TANDIL,SOJA,1,178.0,106423.41325811001,0.0,2755.8144631117602,0.0,0.0,0.0,0.0,2755.8144631117602,0.02589481373265157,0.0,0.0,0.0016396398083742124,Normal
BUENOS AIRES,GENERAL PINTO,TRIGO,BUENOSAIRES,GENERALPINTO,TRIGO,1,411.0,103378.96332863187,0.0,2569.8998392987583,0.0,0.0,0.0,0.0,2569.8998392987583,0.024859021183345507,0.0,0.0,0.0015927347040728898,Normal
BUENOS AIRES,ROJAS,MAIZ,BUENOSAIRES,ROJAS,MAIZ,1,124.0,103362.48236953455,0.0,2697.9934258582907,0.0,0.0,0.0,0.0,2697.9934258582907,0.026102250681370124,0.0,0.0,0.0015924807859190847,Normal
BUENOS AIRES,PERGAMINO,TRIGO,BUENOSAIRES,PERGAMINO,TRIGO,1,442.0,99990.2538787024,0.0,2505.762512783054,0.0,0.0,0.0,0.0,2505.762512783054,0.02506006751240756,0.0,0.0,0.0015405256765382948,Normal
BUENOS AIRES,CHIVILCOY,TRIGO,BUENOSAIRES,CHIVILCOY,TRIGO,1,216.5,96301.27644569817,0.0,2743.0715266617967,0.0,0.0,0.0,0.0,2743.0715266617967,0.028484269657718865,0.0,0.0,0.00148369049275521,Normal
BUENOS AIRES,BOLIVAR,GIRASOL,BUENOSAIRES,BOLIVAR,GIRASOL,1,210.0,92603.18758815233,0.0,4172.419590942293,0.0,0.0,0.0,0.0,4172.419590942293,0.04505697589481373,0.0,0.0,0.0014267149314562007,Normal
BUENOS AIRES,LEANDRO N. ALEM,TRIGO,BUENOSAIRES,LEANDRONALEM,TRIGO,1,233.0,92518.47672778562,0.0,2175.3398392987583,0.0,0.0,0.0,0.0,2175.3398392987583,0.023512490869247626,0.0,0.0,0.0014254098117028808,Normal
CORDOBA,JUAREZ CELMAN,GIRASOL,CORDOBA,JUAREZCELMAN,GIRASOL,1,175.0,91717.00987306066,0.0,3884.323162892622,0.0,0.0,0.0,0.0,3884.323162892622,0.04235117529745739,0.0,0.0,0.0014130618055652427,Normal
CORDOBA,PRESIDENTE ROQUE SAENZ PEÑA,FINA OTROS,CORDOBA,PRESIDENTEROQUESAENZPENA,FINAOTROS,1,793.0,91235.01410437236,0.0,4296.262702702703,0.0,0.0,0.0,0.0,4296.262702702703,0.04709006454241134,0.0,0.0,0.001405635813242552,Normal
BUENOS AIRES,CORONEL SUAREZ,SOJA,BUENOSAIRES,CORONELSUAREZ,SOJA,1,321.0,90550.07052186178,0.0,2171.6388604821036,0.0,0.0,0.0,0.0,2171.6388604821036,0.023982740686632576,0.0,0.0,0.001395083052999362,Normal
BUENOS AIRES,TANDIL,TRIGO,BUENOSAIRES,TANDIL,TRIGO,2,133.0,79937.51763046545,36291.9605077574,3767.3401753104454,0.0,0.0,0.0,0.0,3767.3401753104454,0.047128560993425855,0.0,0.0,0.0012315780153718992,Normal
SANTA FE,BELGRANO,MAIZ,SANTAFE,BELGRANO,MAIZ,1,100.0,79744.71086036671,0.0,1978.0584368151935,0.0,0.0,0.0,0.0,1978.0584368151935,0.024804885684252855,0.0,0.0,0.0012286074880612293,Normal
BUENOS AIRES,LOBERIA,MAIZ,BUENOSAIRES,LOBERIA,MAIZ,1,143.0,79466.85472496474,0.0,2683.344338933528,0.0,0.0,0.0,0.0,2683.344338933528,0.03376683710737765,0.0,0.0,0.0012243266257334897,Normal
CORDOBA,UNION,SOJA,CORDOBA,UNION,SOJA,1,195.0,79067.34837799717,0.0,2107.2030679327977,0.0,0.0,0.0,0.0,2107.2030679327977,0.0266507365070458,0.0,0.0,0.0012181715279957627,Normal
CORDOBA,SANTA MARIA,SOJA,CORDOBA,SANTAMARIA,SOJA,1,530.0,77906.82299012694,0.0,3752.3370270270266,0.0,0.0,0.0,0.0,3752.3370270270266,0.04816442107390975,0.0,0.0,0.0012002915938128028,Normal
LA PAMPA,ATREUCO,MAIZ,LAPAMPA,ATREUCO,MAIZ,1,140.0,72443.58251057829,0.0,1995.9715120525932,0.0,0.0,0.0,0.0,1995.9715120525932,0.02755208181154127,0.0,0.0,0.0011161207680635472,Normal
BUENOS AIRES,TANDIL,MAIZ,BUENOSAIRES,TANDIL,MAIZ,1,117.0,69952.4682651622,0.0,1738.9498904309714,0.0,0.0,0.0,0.0,1738.9498904309714,0.024859021183345507,0.0,0.0,0.0010777407729201285,Normal
LA PAMPA,TRENEL,TRIGO,LAPAMPA,TRENEL,TRIGO,1,295.0,65297.07334273625,0.0,2773.235938641344,0.0,0.0,0.0,0.0,2773.235938641344,0.04247106028910319,0.0,0.0,0.001006016228434791,Normal
BUENOS AIRES,TANDIL,FINA OTROS,BUENOSAIRES,TANDIL,FINAOTROS,1,109.0,65169.39351198872,0.0,3071.3397370343314,0.0,0.0,0.0,0.0,3071.3397370343314,0.047128560993425855,0.0,0.0,0.001004049096139265,Normal
LA PAMPA,CATRILO,SOJA,LAPAMPA,CATRILO,SOJA,1,254.0,64798.66008462624,0.0,1724.9423813002193,0.0,0.0,0.0,0.0,1724.9423813002193,0.026620031634102714,0.0,0.0,0.0009983372958202483,Normal
SAN LUIS,SAN LUIS,SOJA,SANLUIS,SANLUIS,SOJA,1,440.0,64510.57827926657,0.0,5512.615047479912,0.0,0.0,0.0,0.0,5512.615047479912,0.08545288531775018,0.0,0.0,0.0009938988890667417,Normal
CORDOBA,RIO PRIMERO,SOJA,CORDOBA,RIOPRIMERO,SOJA,1,150.0,62834.978843441466,0.0,2414.6165084002923,0.0,0.0,0.0,0.0,2414.6165084002923,0.038427903579254935,0.0,0.0,0.0009680833335065664,Normal
CORDOBA,RIO PRIMERO,FINA OTROS,CORDOBA,RIOPRIMERO,FINAOTROS,1,162.0,62218.05359661495,0.0,2738.9123447772095,0.0,0.0,0.0,0.0,2738.9123447772095,0.04402118334550767,0.0,0.0,0.0009585785153230474,Normal
SANTA FE,BELGRANO,TRIGO,SANTAFE,BELGRANO,TRIGO,1,270.0,62084.76727785613,0.0,1588.3814024835644,0.0,0.0,0.0,0.0,1588.3814024835644,0.02558407596785975,0.0,0.0,0.0009565250052216698,Normal
BUENOS AIRES,PEHUAJO,SOJA,BUENOSAIRES,PEHUAJO,SOJA,1,160.0,60944.99294781382,0.0,1199.4010226442658,0.0,0.0,0.0,0.0,1199.4010226442658,0.019680058436815192,0.0,0.0,0.0009389647775716888,Normal
CORDOBA,GENERAL SAN MARTIN,TRIGO,CORDOBA,GENERALSANMARTIN,TRIGO,1,170.0,59128.34978843442,0.0,3331.711906501095,0.0,0.0,0.0,0.0,3331.711906501095,0.05634711468224981,0.0,0.0,0.0009109761954492095,Normal
CORDOBA,UNION,MAIZ,CORDOBA,UNION,MAIZ,1,100.0,58210.86036671368,0.0,1618.2348429510591,0.0,0.0,0.0,0.0,1618.2348429510591,0.027799534876423223,0.0,0.0,0.0008968406576614199,Normal
BUENOS AIRES,GENERAL VILLEGAS,GIRASOL,BUENOSAIRES,GENERALVILLEGAS,GIRASOL,2,172.0,57690.973201692526,0.0,2370.2227903579255,0.0,0.0,0.0,0.0,2370.2227903579255,0.04108481203933631,0.0,0.0,0.0008888308817527664,Normal
BUENOS AIRES,TORNQUIST,MAIZ,BUENOSAIRES,TORNQUIST,MAIZ,1,98.0,57597.46121297602,0.0,1783.8047333820307,0.0,0.0,0.0,0.0,1783.8047333820307,0.03097019722425128,0.0,0.0,0.0008873901651419585,Normal
BUENOS AIRES,PILA,GIRASOL,BUENOSAIRES,PILA,GIRASOL,1,91.5,56177.64456981664,0.0,2304.260073046019,0.0,0.0,0.0,0.0,2304.260073046019,0.04101738495252009,0.0,0.0,0.0008655153932525223,Normal
BUENOS AIRES,TORNQUIST,FINA OTROS,BUENOSAIRES,TORNQUIST,FINAOTROS,1,198.0,56027.85613540198,33616.713681241185,2785.5953250547846,6710.4,654.1627830533236,0.0,7364.562783053323,-4578.9674579985385,0.049718042366691015,0.13144466504760516,2.643802104639332,0.0008632076390433552,Crítico
BUENOS AIRES,BENITO JUAREZ,GIRASOL,BUENOSAIRES,BENITOJUAREZ,GIRASOL,1,90.0,55256.69957686883,0.0,2266.4853177501827,0.0,0.0,0.0,0.0,2266.4853177501827,0.04101738495252009,0.0,0.0,0.0008513266163139564,Normal
SANTA FE,ROSARIO,MAIZ,SANTAFE,ROSARIO,MAIZ,1,55.0,53487.30606488011,0.0,1659.2825054784514,0.0,0.0,0.0,0.0,1659.2825054784514,0.03102198685171658,0.0,0.0,0.0008240659980898489,Normal
BUENOS AIRES,SALLIQUELLO,TRIGO,BUENOSAIRES,SALLIQUELLO,TRIGO,1,173.0,52137.905500705216,0.0,1177.2883783783784,0.0,0.0,0.0,0.0,1177.2883783783784,0.02258027757487217,0.0,0.0,0.000803276109711643,Normal
LA PAMPA,CHAPALEUFU,TRIGO,LAPAMPA,CHAPALEUFU,TRIGO,1,137.0,52018.61777150917,0.0,1549.9780861943025,0.0,0.0,0.0,0.0,1549.9780861943025,0.029796602689493846,0.0,0.0,0.0008014382724965742,Normal
LA PAMPA,TRENEL,SOJA,LAPAMPA,TRENEL,SOJA,1,100.0,49365.30324400564,0.0,2019.7224251278305,0.0,0.0,0.0,0.0,2019.7224251278305,0.040913805697589484,0.0,0.0,0.0007605592968065056,Normal
BUENOS AIRES,ADOLFO ALSINA,SOJA,BUENOSAIRES,ADOLFOALSINA,SOJA,1,192.0,47932.29901269393,0.0,1176.655661066472,0.0,0.0,0.0,0.0,1176.655661066472,0.024548283418553692,0.0,0.0,0.0007384813469334939,Normal
SANTA FE,SAN JUSTO,GIRASOL,SANTAFE,SANJUSTO,GIRASOL,1,74.0,47874.97531734838,0.0,2435.9630752373996,0.0,0.0,0.0,0.0,2435.9630752373996,0.05088176148583169,0.0,0.0,0.0007375981746129094,Normal
BUENOS AIRES,GENERAL ARENALES,TRIGO,BUENOSAIRES,GENERALARENALES,TRIGO,1,73.0,44433.215796897035,26659.92947813822,2186.1207085463843,0.0,0.0,0.0,0.0,2186.1207085463843,0.04920014609203799,0.0,0.0,0.0006845718174625676,Normal
BUENOS AIRES,GUAMINI,GIRASOL,BUENOSAIRES,GUAMINI,GIRASOL,1,70.0,43007.052186177716,0.0,2093.680058436815,0.0,0.0,0.0,0.0,2093.680058436815,0.048682249817384955,0.0,0.0,0.0006625992593778277,Normal
BUENOS AIRES,GENERAL PINTO,MAIZ,BUENOSAIRES,GENERALPINTO,MAIZ,1,42.0,42799.71791255289,0.0,1183.654492330168,0.0,0.0,0.0,0.0,1183.654492330168,0.027655661066471878,0.0,0.0,0.0006594049103312404,Normal
CORDOBA,TERCERO ARRIBA,SORGO,CORDOBA,TERCEROARRIBA,SORGO,1,80.0,42318.406205923835,0.0,1648.1241782322863,0.0,0.0,0.0,0.0,1648.1241782322863,0.03894579985390796,0.0,0.0,0.000651989457187377,Normal
BUENOS AIRES,JUNIN,MAIZ,BUENOSAIRES,JUNIN,MAIZ,1,60.0,42000.0,0.0,1120.0,0.0,0.0,0.0,0.0,1120.0,0.02666666666666667,0.0,0.0,0.000647083849722975,Normal
CORDOBA,RIO TERCERO,SOJA,CORDOBA,RIOTERCERO,SOJA,1,128.0,40214.38645980254,0.0,1728.6311176040906,0.0,0.0,0.0,0.0,1728.6311176040906,0.04298539079620161,0.0,0.0,0.0006195733334442026,Normal
CORDOBA,RIO SEGUNDO,SOJA,CORDOBA,RIOSEGUNDO,SOJA,1,528.0,38673.728631875885,0.0,1862.6963623082545,0.0,0.0,0.0,0.0,1862.6963623082545,0.04816438518351117,0.0,0.0,0.0005958367906251403,Normal
BUENOS AIRES,TRES LOMAS,GIRASOL,BUENOSAIRES,TRESLOMAS,GIRASOL,1,47.0,37997.74330042313,0.0,1188.6049379108838,0.0,0.0,0.0,0.0,1188.6049379108838,0.0312809349890431,0.0,0.0,0.0005854220479910281,Normal
BUENOS AIRES,TRES LOMAS,MAIZ,BUENOSAIRES,TRESLOMAS,MAIZ,1,43.0,34763.8928067701,0.0,918.2086194302411,0.0,0.0,0.0,0.0,918.2086194302411,0.026412710007304604,0.0,0.0,0.0005355988949705151,Normal
BUENOS AIRES,TRES LOMAS,SOJA,BUENOSAIRES,TRESLOMAS,SOJA,1,57.0,34561.77715091679,0.0,930.7696128560995,0.0,0.0,0.0,0.0,930.7696128560995,0.026930606281957634,0.0,0.0,0.0005324849479067331,Normal
BUENOS AIRES,GENERAL ARENALES,SOJA,BUENOSAIRES,GENERALARENALES,SOJA,1,46.0,33721.438645980255,0.0,688.0891161431701,0.0,0.0,0.0,0.0,688.0891161431701,0.020405093725892783,0.0,0.0,0.000519538055648524,Normal
BUENOS AIRES,ROJAS,TRIGO,BUENOSAIRES,ROJAS,TRIGO,1,55.0,33477.08039492243,0.0,925.8307888970052,0.0,0.0,0.0,0.0,925.8307888970052,0.027655661066471878,0.0,0.0,0.0005157732871293319,Normal
SANTA FE,CASEROS,MAIZ,SANTAFE,CASEROS,MAIZ,1,33.0,32092.383638928066,0.0,1003.6138349159971,0.0,0.0,0.0,0.0,1003.6138349159971,0.03127264855760397,0.0,0.0,0.0004944395988539093,Normal
BUENOS AIRES,JUNIN,TRIGO,BUENOSAIRES,JUNIN,TRIGO,1,50.0,31371.650211565586,18822.990126939352,1542.6675821767712,0.0,0.0,0.0,0.0,1542.6675821767712,0.04917393799093316,0.0,0.0,0.00048333543312053433,Normal
CORDOBA,GENERAL ROCA,FINA OTROS,CORDOBA,GENERALROCA,FINAOTROS,1,60.0,30740.479548660085,0.0,1528.3564645726808,0.0,0.0,0.0,0.0,1528.3564645726808,0.049718042366691015,0.0,0.0,0.0004736111392542226,Normal
CORDOBA,RIO TERCERO,TRIGO,CORDOBA,RIOTERCERO,TRIGO,1,80.0,30284.90832157969,0.0,2233.464426588751,744.5609934258583,675.536523009496,0.0,1420.0975164353545,813.3669101533965,0.07374842951059167,0.04689126020643938,0.6358272375102565,0.0004665922634579797,Normal
CORDOBA,RIO CUARTO,GIRASOL,CORDOBA,RIOCUARTO,GIRASOL,1,50.0,28610.543018335684,0.0,1861.052081811541,0.0,0.0,0.0,0.0,1861.052081811541,0.06504777209642074,0.0,0.0,0.00044079572188022477,Normal
BUENOS AIRES,SAAVEDRA,FINA OTROS,BUENOSAIRES,SAAVEDRA,FINAOTROS,2,105.0,27254.055007052186,6281.911142454161,1017.1349086924762,0.0,0.0,0.0,0.0,1017.1349086924762,0.037320498121445965,0.0,0.0,0.0004198966389172631,Normal
BUENOS AIRES,SALLIQUELLO,MAIZ,BUENOSAIRES,SALLIQUELLO,MAIZ,1,25.0,26128.349788434414,0.0,690.1205259313367,0.0,0.0,0.0,0.0,690.1205259313367,0.0264127100073046,0.0,0.0,0.0004025531706668719,Normal
BUENOS AIRES,CHASCOMUS,GIRASOL,BUENOSAIRES,CHASCOMUS,GIRASOL,1,41.5,25479.47813822285,0.0,1045.1015631848065,0.0,0.0,0.0,0.0,1045.1015631848065,0.04101738495252009,0.0,0.0,0.000392556161966991,Normal
SANTA FE,BELGRANO,SOJA,SANTAFE,BELGRANO,SOJA,1,44.0,25343.441466854725,0.0,648.4536157779401,0.0,0.0,0.0,0.0,648.4536157779401,0.02558664404856051,0.0,0.0,0.0003904602778476485,Normal
BUENOS AIRES,LINCOLN,GIRASOL,BUENOSAIRES,LINCOLN,GIRASOL,1,30.0,22888.434414668547,0.0,938.8237253469687,0.0,0.0,0.0,0.0,938.8237253469687,0.041017384952520095,0.0,0.0,0.0003526365775041798,Normal
BUENOS AIRES,GENERAL PINTO,GIRASOL,BUENOSAIRES,GENERALPINTO,GIRASOL,1,28.0,21362.53878702398,0.0,876.2354784514245,0.0,0.0,0.0,0.0,876.2354784514245,0.041017385020907106,0.0,0.0,0.0003291274723372345,Normal
BUENOS AIRES,GENERAL VILLEGAS,FINA OTROS,BUENOSAIRES,GENERALVILLEGAS,FINAOTROS,2,104.0,20077.362482369535,4109.661495063469,816.6791453615779,0.0,0.0,0.0,0.0,816.6791453615779,0.04067661507225989,0.0,0.0,0.00030932707160417395,Normal
CORDOBA,RIO TERCERO,SORGO,CORDOBA,RIOTERCERO,SORGO,1,50.0,18203.45557122708,0.0,782.4826515704895,0.0,0.0,0.0,0.0,782.4826515704895,0.04298539079620161,0.0,0.0,0.00028045624069739897,Normal
SANTA FE,SAN LORENZO,FINA OTROS,SANTAFE,SANLORENZO,FINAOTROS,1,46.0,17673.342736248236,0.0,512.5656683710738,0.0,0.0,0.0,0.0,512.5656683710738,0.02900219138056976,0.0,0.0,0.00027228892036297825,Normal
BUENOS AIRES,CAPITAN SARMIENTO,SOJA,BUENOSAIRES,CAPITANSARMIENTO,SOJA,1,31.0,12985.89562764457,0.0,279.7744338933528,0.0,0.0,0.0,0.0,279.7744338933528,0.021544485025566107,0.0,0.0,0.00020007055559135707,Normal
LA PAMPA,CAPITAL,MAIZ,LAPAMPA,CAPITAL,MAIZ,1,35.0,12418.459097320168,0.0,410.3227757487217,3540.1873630387145,631.476523009496,0.0,4171.663886048211,-3761.341110299489,0.03304135984449689,0.335924437432695,10.16678608306867,0.00019132819810288657,Crítico
BUENOS AIRES,TRES LOMAS,TRIGO,BUENOSAIRES,TRESLOMAS,TRIGO,1,52.0,12261.988716502115,0.0,364.5151570489408,0.0,0.0,0.0,0.0,364.5151570489408,0.029727246165084,0.0,0.0,0.00018891749676033025,Normal
BUENOS AIRES,COLON,TRIGO,BUENOSAIRES,COLON,TRIGO,1,142.8,8443.528349788434,0.0,247.5045507669832,0.0,0.0,0.0,0.0,247.5045507669832,0.029312929442960278,0.0,0.0,0.0001300874007101471,Normal
SANTA FE,CONSTITUCION,MAIZ,SANTAFE,CONSTITUCION,MAIZ,1,20.0,7052.186177715092,0.0,204.01753104455807,0.0,0.0,0.0,0.0,204.01753104455807,0.028929685902118335,0.0,0.0,0.00010865132811521509,Normal
SANTA FE,CONSTITUCION,SOJA,SANTAFE,CONSTITUCION,SOJA,1,20.0,7052.186177715092,0.0,198.64864864864865,0.0,0.0,0.0,0.0,198.64864864864865,0.028168378378378378,0.0,0.0,0.00010865132811521509,Normal
BUENOS AIRES,SAN NICOLAS,TRIGO,BUENOSAIRES,SANNICOLAS,TRIGO,1,14.0,6086.741889985896,0.0,153.2918918918919,0.0,0.0,0.0,0.0,153.2918918918919,0.025184555984555986,0.0,0.0,9.377696129624216e-05,Normal
LA PAMPA,TRENEL,FINA OTROS,LAPAMPA,TRENEL,FINAOTROS,1,20.0,4231.311706629055,0.0,189.59824689554418,0.0,0.0,0.0,0.0,189.59824689554418,0.044808385682980276,0.0,0.0,6.519079686912906e-05,Normal
